#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV1929	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV1930	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	NA	NA
ASV1931	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
ASV1933	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV1934	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV1935	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA
ASV1938	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV1940	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV1942	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV1943	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
ASV1944	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV1945	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA
ASV1946	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	NA	NA
ASV1947	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA
ASV1949	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA
ASV1950	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV1951	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV1953	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	NA
ASV1957	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV1959	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Conservatibacter	NA
ASV1962	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV1965	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV1967	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	NA
ASV1968	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV1969	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA
ASV1971	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV1972	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA
ASV1973	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV1974	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	NA
ASV1975	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	NA	NA
ASV1976	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV1977	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV1980	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	NA	NA
ASV1981	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	NA
ASV1982	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	NA	NA
ASV1985	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
ASV1986	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	NA
ASV1987	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV1988	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA
ASV1990	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA
ASV1991	Bacteria	Firmicutes	Negativicutes	NA	NA	NA	NA
ASV1993	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Fimbriiglobus	NA
ASV1994	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	NA
ASV1996	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV1998	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV1999	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	NA
ASV2000	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Isosphaeraceae	NA	NA
ASV2001	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	NA
ASV2003	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2004	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2006	Bacteria	Firmicutes	Negativicutes	Selenomonadales	NA	NA	NA
ASV2007	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA
ASV2008	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV2009	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV2011	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2013	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2015	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2019	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV2020	Bacteria	Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	NA
ASV2021	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV2022	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2023	Bacteria	Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	NA
ASV2029	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
ASV2033	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
ASV2034	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	NA	NA
ASV2039	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2040	Bacteria	SR1	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	NA
ASV2041	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA
ASV2042	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA
ASV2043	Bacteria	Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	NA
ASV2045	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV2046	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2047	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2048	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	NA
ASV2049	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2051	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2052	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2053	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2054	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2056	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcaceae_incertae_sedis	NA
ASV2057	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV2058	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2059	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV2061	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2066	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV2071	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV2073	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Parvimonas	NA
ASV2074	Bacteria	SR1	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	NA
ASV2075	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	NA
ASV2078	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
ASV2079	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2080	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2081	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV2082	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2083	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA
ASV2084	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	NA
ASV2085	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV2086	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV2087	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV2088	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA
ASV2089	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA
ASV2090	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV2092	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2094	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA
ASV2095	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	NA
ASV2096	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2097	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV2098	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2099	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	NA
ASV2100	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA
ASV2101	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
ASV2104	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2105	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2106	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2107	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2108	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2110	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2112	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2113	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV2116	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2121	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
ASV2122	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2123	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV2124	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2125	Bacteria	Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	NA
ASV2131	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2132	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV2133	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
ASV2134	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
ASV2136	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2137	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2138	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2139	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2140	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV2141	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV2143	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	NA
ASV2144	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA
ASV2145	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	NA
ASV2146	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV2147	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2150	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2151	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA
ASV2153	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Bacillariophyta	NA
ASV2155	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV2156	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV2157	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2158	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV2159	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV2160	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV2161	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV2162	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2163	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2165	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV2168	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	NA
ASV2169	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Parvimonas	NA
ASV2170	Bacteria	Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	NA
ASV2171	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
ASV2172	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII	Mogibacterium	NA
ASV2174	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	NA	NA
ASV2176	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2178	Bacteria	Firmicutes	NA	NA	NA	NA	NA
ASV2179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV2180	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV2181	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV2184	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2187	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA
ASV2189	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV2190	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV2192	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV2193	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV2194	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2195	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2196	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	NA	NA
ASV2197	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	NA
ASV2198	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA
ASV2199	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2201	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV2202	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Fimbriiglobus	NA
ASV2203	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV2204	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV2205	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
ASV2206	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
ASV2207	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV2208	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
ASV2209	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2210	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	NA
ASV2212	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV2213	Bacteria	Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	Saccharibacteria_genera_incertae_sedis	NA
ASV2216	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
ASV2217	Bacteria	Bacteroidetes	NA	NA	NA	NA	NA
ASV2220	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2222	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2223	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
ASV2225	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Johnsonella	NA
ASV2226	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
ASV2227	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2228	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	NA
ASV2230	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA
ASV2231	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA
ASV2232	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
ASV2233	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	NA
ASV2234	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
ASV2235	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales_incertae_sedis	Flexilinea	Flexilinea	NA
ASV2236	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gemmataceae	Fimbriiglobus	NA
ASV2237	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	NA
ASV2238	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2240	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII	NA	NA
ASV2241	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV2242	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae 1	Peptococcus	NA
ASV2243	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV2244	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	NA
ASV2245	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA
ASV2246	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	NA
ASV2247	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2248	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV2250	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	NA
ASV2251	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV2252	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	NA
ASV2253	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV2255	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	NA
ASV2257	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV2258	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV2259	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	NA
ASV2260	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2261	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV2262	Bacteria	Chloroflexi	Anaerolineae	Aggregatilineales_incertae_sedis	Flexilinea	Flexilinea	NA
ASV2263	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2264	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2265	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	NA
ASV2266	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2267	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV2268	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
ASV2269	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ASV2270	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	NA	NA
ASV2271	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	NA
ASV2272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2273	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
ASV2274	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2275	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	NA
ASV2277	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2278	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA
ASV2279	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	NA
ASV2280	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV2281	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV2282	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoanaerobacter	NA
ASV2283	Bacteria	SR1	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	SR1_genera_incertae_sedis	NA
